Name,City,State,Category,Population
"Oak Forest, Illinois",Oak Forest, Illinois,city,27685
"Hazel Crest, Illinois",Hazel Crest, Illinois,city,13837
"Naperville, Illinois",Naperville, Illinois,city,147682
"Granite City, Illinois",Granite City, Illinois,city,28746
"Jerseyville, Illinois",Jerseyville, Illinois,city,8777
"Peoria, Illinois",Peoria, Illinois,city,262010
"Sycamore, Illinois",Sycamore, Illinois,city,18022
"Crystal Lake, Illinois",Crystal Lake, Illinois,city,40421
"Maryville, Illinois",Maryville, Illinois,city,7900
"Pontoon Beach, Illinois",Pontoon Beach, Illinois,city,5664
"Belleville, Illinois",Belleville, Illinois,city,41649
"Du Quoin, Illinois",Du Quoin, Illinois,city,6150
"Pinckneyville, Illinois",Pinckneyville, Illinois,city,5413
"Volo, Illinois",Volo, Illinois,city,5462
"Hillsboro, Illinois",Hillsboro, Illinois,city,7062
"Bensenville, Illinois",Bensenville, Illinois,city,18330
"Mount Vernon, Illinois",Mount Vernon, Illinois,city,15672
"River Grove, Illinois",River Grove, Illinois,city,10093
"Park Ridge, Illinois",Park Ridge, Illinois,city,37494
"Metropolis, Illinois",Metropolis, Illinois,city,6198
"Columbia, Illinois",Columbia, Illinois,city,10274
"Willowbrook, Illinois",Willowbrook, Illinois,city,8521
"Calumet Park, Illinois",Calumet Park, Illinois,city,7757
"Centralia, Illinois",Centralia, Illinois,city,16525
"Galesburg, Illinois",Galesburg, Illinois,city,34406
"Sauk Village, Illinois",Sauk Village, Illinois,city,10452
"Mundelein, Illinois",Mundelein, Illinois,city,31385
"Silvis, Illinois",Silvis, Illinois,city,7571
"Midlothian, Illinois",Midlothian, Illinois,city,14634
"Coal City, Illinois",Coal City, Illinois,city,5369
"Harwood Heights, Illinois",Harwood Heights, Illinois,city,8505
"Morton Grove, Illinois",Morton Grove, Illinois,city,23142
"Breese, Illinois",Breese, Illinois,city,5856
"Justice, Illinois",Justice, Illinois,city,12836
"Lansing, Illinois",Lansing, Illinois,city,27962
"Lisle, Illinois",Lisle, Illinois,city,22912
"Centreville, Illinois",Centreville, Illinois,city,5012
"Westmont, Illinois",Westmont, Illinois,city,24756
"Melrose Park, Illinois",Melrose Park, Illinois,city,25197
"Plainfield, Illinois",Plainfield, Illinois,city,43926
"Broadview, Illinois",Broadview, Illinois,city,7781
"Joliet, Illinois",Joliet, Illinois,city,148462
"Carterville, Illinois",Carterville, Illinois,city,5827
"Prospect Heights, Illinois",Prospect Heights, Illinois,city,16180
"Morton, Illinois",Morton, Illinois,city,16301
"Brookfield, Illinois",Brookfield, Illinois,city,18694
"Lakemoor, Illinois",Lakemoor, Illinois,city,6048
"Minooka, Illinois",Minooka, Illinois,city,11307
"Lindenhurst, Illinois",Lindenhurst, Illinois,city,14467
"Edwardsville, Illinois",Edwardsville, Illinois,city,24967
"Glenview, Illinois",Glenview, Illinois,city,47659
"Clarendon Hills, Illinois",Clarendon Hills, Illinois,city,8712
"Peru, Illinois",Peru, Illinois,city,30611
"Vernon Hills, Illinois",Vernon Hills, Illinois,city,26253
"Streator, Illinois",Streator, Illinois,city,17050
"Bloomingdale, Illinois",Bloomingdale, Illinois,city,22016
"Normal, Illinois",Normal, Illinois,city,54284
"Collinsville, Illinois",Collinsville, Illinois,city,24703
"Monee, Illinois",Monee, Illinois,city,5119
"Rolling Meadows, Illinois",Rolling Meadows, Illinois,city,23988
"Litchfield, Illinois",Litchfield, Illinois,city,6810
"Stickney, Illinois",Stickney, Illinois,city,6694
"Dolton, Illinois",Dolton, Illinois,city,22793
"Wood Dale, Illinois",Wood Dale, Illinois,city,13798
"Danville, Illinois",Danville, Illinois,city,48518
"Gurnee, Illinois",Gurnee, Illinois,city,30767
"Rockton, Illinois",Rockton, Illinois,city,7473
"Antioch, Illinois",Antioch, Illinois,city,14235
"Summit, Illinois",Summit, Illinois,city,11278
"Lake Zurich, Illinois",Lake Zurich, Illinois,city,19903
"Glenwood, Illinois",Glenwood, Illinois,city,8880
"La Salle, Illinois",La Salle, Illinois,city,9120
"Mount Zion, Illinois",Mount Zion, Illinois,city,5820
"Northfield, Illinois",Northfield, Illinois,city,5470
"Orland Park, Illinois",Orland Park, Illinois,city,58765
"Lawrenceville, Illinois",Lawrenceville, Illinois,city,7161
"Bellwood, Illinois",Bellwood, Illinois,city,19019
"Elmhurst, Illinois",Elmhurst, Illinois,city,46662
"Forest Park, Illinois",Forest Park, Illinois,city,13951
"Island Lake, Illinois",Island Lake, Illinois,city,8116
"Riverside, Illinois",Riverside, Illinois,city,8742
"Bourbonnais, Illinois",Bourbonnais, Illinois,city,18420
"Saint Joseph, Illinois",Saint Joseph, Illinois,city,5037
"Round Lake, Illinois",Round Lake, Illinois,city,18444
"Flossmoor, Illinois",Flossmoor, Illinois,city,9332
"Alsip, Illinois",Alsip, Illinois,city,19079
"Streamwood, Illinois",Streamwood, Illinois,city,39978
"Warrenville, Illinois",Warrenville, Illinois,city,13269
"Plano, Illinois",Plano, Illinois,city,11588
"Yorkville, Illinois",Yorkville, Illinois,city,19388
"Sterling, Illinois",Sterling, Illinois,city,27695
"Lombard, Illinois",Lombard, Illinois,city,43745
"Sandwich, Illinois",Sandwich, Illinois,city,7387
"Troy, Illinois",Troy, Illinois,city,10176
"Savoy, Illinois",Savoy, Illinois,city,8272
"Orland Hills, Illinois",Orland Hills, Illinois,city,7152
"East Saint Louis, Illinois",East Saint Louis, Illinois,city,26662
"Swansea, Illinois",Swansea, Illinois,city,13518
"Chillicothe, Illinois",Chillicothe, Illinois,city,6145
"Bridgeview, Illinois",Bridgeview, Illinois,city,16335
"Wilmington, Illinois",Wilmington, Illinois,city,5691
"Palos Hills, Illinois",Palos Hills, Illinois,city,17358
"Geneseo, Illinois",Geneseo, Illinois,city,6477
"Moline, Illinois",Moline, Illinois,city,42231
"West Dundee, Illinois",West Dundee, Illinois,city,7352
"Carbondale, Illinois",Carbondale, Illinois,city,67807
"Bartlett, Illinois",Bartlett, Illinois,city,41149
"West Chicago, Illinois",West Chicago, Illinois,city,27182
"Rantoul, Illinois",Rantoul, Illinois,city,13884
"Springfield, Illinois",Springfield, Illinois,city,159394
"Saint Charles, Illinois",Saint Charles, Illinois,city,32714
"Roscoe, Illinois",Roscoe, Illinois,city,10505
"Pekin, Illinois",Pekin, Illinois,city,32731
"Carol Stream, Illinois",Carol Stream, Illinois,city,39989
"Westchester, Illinois",Westchester, Illinois,city,16461
"Hawthorn Woods, Illinois",Hawthorn Woods, Illinois,city,8412
"Park City, Illinois",Park City, Illinois,city,7513
"Huntley, Illinois",Huntley, Illinois,city,27207
"Hinsdale, Illinois",Hinsdale, Illinois,city,17705
"Lyons, Illinois",Lyons, Illinois,city,10585
"Skokie, Illinois",Skokie, Illinois,city,63978
"Spring Grove, Illinois",Spring Grove, Illinois,city,5725
"Northlake, Illinois",Northlake, Illinois,city,12364
"Canton, Illinois",Canton, Illinois,city,13972
"Johnsburg, Illinois",Johnsburg, Illinois,city,6317
"Niles, Illinois",Niles, Illinois,city,29482
"Braidwood, Illinois",Braidwood, Illinois,city,22791
"Byron, Illinois",Byron, Illinois,city,6783
"Cahokia, Illinois",Cahokia, Illinois,city,14151
"Oak Park, Illinois",Oak Park, Illinois,city,52261
"Dixon, Illinois",Dixon, Illinois,city,16288
"East Moline, Illinois",East Moline, Illinois,city,21109
"South Beloit, Illinois",South Beloit, Illinois,city,7673
"Monticello, Illinois",Monticello, Illinois,city,5417
"Herrin, Illinois",Herrin, Illinois,city,12880
"Carmi, Illinois",Carmi, Illinois,city,5281
"Effingham, Illinois",Effingham, Illinois,city,14092
"Richton Park, Illinois",Richton Park, Illinois,city,13505
"Machesney Park, Illinois",Machesney Park, Illinois,city,22733
"Bolingbrook, Illinois",Bolingbrook, Illinois,city,75201
"Highland Park, Illinois",Highland Park, Illinois,city,29767
"Palos Heights, Illinois",Palos Heights, Illinois,city,12403
"Batavia, Illinois",Batavia, Illinois,city,26563
"Homewood, Illinois",Homewood, Illinois,city,19089
"Ottawa, Illinois",Ottawa, Illinois,city,19967
"Tinley Park, Illinois",Tinley Park, Illinois,city,56668
"Shiloh, Illinois",Shiloh, Illinois,city,13090
"Loves Park, Illinois",Loves Park, Illinois,city,23387
"Lake Bluff, Illinois",Lake Bluff, Illinois,city,5662
"Waukegan, Illinois",Waukegan, Illinois,city,87729
"Chicago Heights, Illinois",Chicago Heights, Illinois,city,29901
"South Elgin, Illinois",South Elgin, Illinois,city,22549
"Pana, Illinois",Pana, Illinois,city,5612
"Marion, Illinois",Marion, Illinois,city,17762
"Itasca, Illinois",Itasca, Illinois,city,9416
"Rock Falls, Illinois",Rock Falls, Illinois,city,8911
"Downers Grove, Illinois",Downers Grove, Illinois,city,49540
"Pontiac, Illinois",Pontiac, Illinois,city,12196
"Rock Island, Illinois",Rock Island, Illinois,city,38110
"Park Forest, Illinois",Park Forest, Illinois,city,21682
"Mascoutah, Illinois",Mascoutah, Illinois,city,7886
"Schiller Park, Illinois",Schiller Park, Illinois,city,11640
"La Grange, Illinois",La Grange, Illinois,city,15581
"Schaumburg, Illinois",Schaumburg, Illinois,city,74184
"McHenry, Illinois",McHenry, Illinois,city,26911
"Robbins, Illinois",Robbins, Illinois,city,5486
"Princeton, Illinois",Princeton, Illinois,city,7961
"Northbrook, Illinois",Northbrook, Illinois,city,33400
"Salem, Illinois",Salem, Illinois,city,7954
"Rochelle, Illinois",Rochelle, Illinois,city,10849
"Woodridge, Illinois",Woodridge, Illinois,city,33598
"Oak Lawn, Illinois",Oak Lawn, Illinois,city,56087
"Steger, Illinois",Steger, Illinois,city,9411
"Oswego, Illinois",Oswego, Illinois,city,34833
"Wilmette, Illinois",Wilmette, Illinois,city,27418
"Champaign, Illinois",Champaign, Illinois,city,156794
"Berkeley, Illinois",Berkeley, Illinois,city,5130
"University Park, Illinois",University Park, Illinois,city,7006
"Campton Hills, Illinois",Campton Hills, Illinois,city,11282
"Bradley, Illinois",Bradley, Illinois,city,15344
"Colona, Illinois",Colona, Illinois,city,5133
"Glen Ellyn, Illinois",Glen Ellyn, Illinois,city,28045
"Winnetka, Illinois",Winnetka, Illinois,city,12480
"Gillespie, Illinois",Gillespie, Illinois,city,5089
"Murphysboro, Illinois",Murphysboro, Illinois,city,9173
"Urbana, Illinois",Urbana, Illinois,city,41989
"Elmwood Park, Illinois",Elmwood Park, Illinois,city,24537
"Lake Villa, Illinois",Lake Villa, Illinois,city,8716
"Kankakee, Illinois",Kankakee, Illinois,city,78001
"Hampshire, Illinois",Hampshire, Illinois,city,5270
"Manhattan, Illinois",Manhattan, Illinois,city,7776
"Burr Ridge, Illinois",Burr Ridge, Illinois,city,10818
"Lincolnwood, Illinois",Lincolnwood, Illinois,city,12483
"Wauconda, Illinois",Wauconda, Illinois,city,13737
"Riverdale, Illinois",Riverdale, Illinois,city,13352
"Robinson, Illinois",Robinson, Illinois,city,7628
"Crete, Illinois",Crete, Illinois,city,8165
"Crestwood, Illinois",Crestwood, Illinois,city,10846
"Genoa, Illinois",Genoa, Illinois,city,6446
"Bartonville, Illinois",Bartonville, Illinois,city,6250
"Fairview Heights, Illinois",Fairview Heights, Illinois,city,16588
"Zion, Illinois",Zion, Illinois,city,23952
"Shorewood, Illinois",Shorewood, Illinois,city,17249
"Calumet City, Illinois",Calumet City, Illinois,city,36633
"Glencoe, Illinois",Glencoe, Illinois,city,8900
"Wheaton, Illinois",Wheaton, Illinois,city,53373
"Poplar Grove, Illinois",Poplar Grove, Illinois,city,5093
"Villa Park, Illinois",Villa Park, Illinois,city,21836
"Wheeling, Illinois",Wheeling, Illinois,city,38562
"Bethalto, Illinois",Bethalto, Illinois,city,9327
"North Riverside, Illinois",North Riverside, Illinois,city,6564
"Kewanee, Illinois",Kewanee, Illinois,city,12416
"Franklin Park, Illinois",Franklin Park, Illinois,city,18012
"Highwood, Illinois",Highwood, Illinois,city,5325
"East Peoria, Illinois",East Peoria, Illinois,city,22739
"Gilberts, Illinois",Gilberts, Illinois,city,8073
"Crest Hill, Illinois",Crest Hill, Illinois,city,21175
"Winfield, Illinois",Winfield, Illinois,city,9685
"Lincoln, Illinois",Lincoln, Illinois,city,17360
"Blue Island, Illinois",Blue Island, Illinois,city,23361
"Glendale Heights, Illinois",Glendale Heights, Illinois,city,34058
"Alton, Illinois",Alton, Illinois,city,80462
"La Grange Park, Illinois",La Grange Park, Illinois,city,13433
"Decatur, Illinois",Decatur, Illinois,city,88997
"Romeoville, Illinois",Romeoville, Illinois,city,39632
"Matteson, Illinois",Matteson, Illinois,city,19418
"Paris, Illinois",Paris, Illinois,city,8431
"Evergreen Park, Illinois",Evergreen Park, Illinois,city,19542
"Worth, Illinois",Worth, Illinois,city,10661
"Norridge, Illinois",Norridge, Illinois,city,14437
"Buffalo Grove, Illinois",Buffalo Grove, Illinois,city,41226
"Creve Coeur, Illinois",Creve Coeur, Illinois,city,5194
"Manteno, Illinois",Manteno, Illinois,city,9021
"North Aurora, Illinois",North Aurora, Illinois,city,18245
"Aurora, Illinois",Aurora, Illinois,city,200965
"Macomb, Illinois",Macomb, Illinois,city,18889
"Harvard, Illinois",Harvard, Illinois,city,9659
"Hoffman Estates, Illinois",Hoffman Estates, Illinois,city,51567
"Rockford, Illinois",Rockford, Illinois,city,285562
"Carlinville, Illinois",Carlinville, Illinois,city,5584
"Sugar Grove, Illinois",Sugar Grove, Illinois,city,9830
"Round Lake Park, Illinois",Round Lake Park, Illinois,city,7704
"Mount Carmel, Illinois",Mount Carmel, Illinois,city,6987
"Glen Carbon, Illinois",Glen Carbon, Illinois,city,12985
"Monmouth, Illinois",Monmouth, Illinois,city,9293
"Inverness, Illinois",Inverness, Illinois,city,7508
"Mount Prospect, Illinois",Mount Prospect, Illinois,city,53930
"Round Lake Beach, Illinois",Round Lake Beach, Illinois,city,284607
"Staunton, Illinois",Staunton, Illinois,city,5950
"Eureka, Illinois",Eureka, Illinois,city,5614
"Bloomington, Illinois",Bloomington, Illinois,city,134892
"Lake in the Hills, Illinois",Lake in the Hills, Illinois,city,28936
"Beardstown, Illinois",Beardstown, Illinois,city,5951
"Country Club Hills, Illinois",Country Club Hills, Illinois,city,16564
"Western Springs, Illinois",Western Springs, Illinois,city,13479
"Olney, Illinois",Olney, Illinois,city,9002
"Des Plaines, Illinois",Des Plaines, Illinois,city,58193
"Palatine, Illinois",Palatine, Illinois,city,68644
"Belvidere, Illinois",Belvidere, Illinois,city,25181
"Cary, Illinois",Cary, Illinois,city,17885
"Chester, Illinois",Chester, Illinois,city,8378
"Darien, Illinois",Darien, Illinois,city,22061
"Roselle, Illinois",Roselle, Illinois,city,22794
"Greenville, Illinois",Greenville, Illinois,city,6738
"Woodstock, Illinois",Woodstock, Illinois,city,25833
"Mahomet, Illinois",Mahomet, Illinois,city,12941
"Lake Forest, Illinois",Lake Forest, Illinois,city,19612
"North Chicago, Illinois",North Chicago, Illinois,city,29842
"Highland, Illinois",Highland, Illinois,city,11421
"Pingree Grove, Illinois",Pingree Grove, Illinois,city,8165
"Grayslake, Illinois",Grayslake, Illinois,city,20957
"Geneva, Illinois",Geneva, Illinois,city,22010
"Jacksonville, Illinois",Jacksonville, Illinois,city,21512
"Barrington, Illinois",Barrington, Illinois,city,10297
"Fox Lake, Illinois",Fox Lake, Illinois,city,10554
"Winthrop Harbor, Illinois",Winthrop Harbor, Illinois,city,6745
"O'Fallon, Illinois",O'Fallon, Illinois,city,29272
"Fort Valley, Georgia",Fort Valley, Georgia,city,9515
"Buford, Georgia",Buford, Georgia,city,14868
"Richmond Hill, Georgia",Richmond Hill, Georgia,city,12632
"Atlanta, Georgia",Atlanta, Georgia,city,5228750
"Sugar Hill, Georgia",Sugar Hill, Georgia,city,23180
"Swainsboro, Georgia",Swainsboro, Georgia,city,7684
"Toccoa, Georgia",Toccoa, Georgia,city,10647
"Sylvester, Georgia",Sylvester, Georgia,city,6350
"Cedartown, Georgia",Cedartown, Georgia,city,12744
"Wrightsville, Georgia",Wrightsville, Georgia,city,5750
"Cochran, Georgia",Cochran, Georgia,city,6024
"Moultrie, Georgia",Moultrie, Georgia,city,18536
"Milledgeville, Georgia",Milledgeville, Georgia,city,31254
"Pooler, Georgia",Pooler, Georgia,city,23816
"Canton, Georgia",Canton, Georgia,city,27936
"Vidalia, Georgia",Vidalia, Georgia,city,13456
"Acworth, Georgia",Acworth, Georgia,city,22698
"Johns Creek, Georgia",Johns Creek, Georgia,city,84350
"Valdosta, Georgia",Valdosta, Georgia,city,79294
"Norcross, Georgia",Norcross, Georgia,city,16845
"Morrow, Georgia",Morrow, Georgia,city,7473
"Byron, Georgia",Byron, Georgia,city,5170
